1966250	155,11052,3228,26722,16110,25260,2257
3054250	5448
3293750	26523,25193
3952000	12220,617,2128
4850000	614
10393750	29265,3438,2437,17531
11493000	7868,12453,9072,20578,22727
12231250	6246
1446250	7105
3188000	9567
3520000	14415,1700,23928,21919,28065
364250	11679
38250	10051,17590,14265
5959000	14153,14242
6247250	19615,15814
6564500	13494,18730,16406,4949,14902,11612,11176,26576,11196,12977
7345250	2750
7699500	8719,9802,14182,23928,18730,13592,11793,22280
83250	4220,25753,6174
10047250	8976
11142000	17407,5833
1381000	17958
2428500	1396,22915
380000	14174,22094
4102750	20585
4922750	18013,10308,2669,25733,18024
5769750	24503,16116,29231,4440
7927750	26288
8129250	18097,7868,25733
10018000	5429
10063000	22393,10893,14930
10257500	10893
10309250	8089
11111500	4216,27791
11321750	9906,20206,7997,15390,2750,24907
1240250	18392,2160
145750	3847,24242
1812000	11196
2251750	23549
2492500	20979,2437,19005
5012750	2208,7963,5053
5143250	6287,14482,26394,23549,18542,26614
6848750	202,8689,4307,264,14209,21336
8271000	11280
9782000	5367,29364
10069500	4571,18519,10740,15322,14408
10401500	17959,24929,22950,7868,14048,12189,27791
10774750	1577
11874000	11679,4220,18180,13354,12220,13844
1324500	27927,5336,6305,7868
3981750	28399,27791,6520
452750	14796
47000	23549
6003750	15414,7737,7868,8792,23013,23480
6754250	20152
7190750	27791,14526
7320250	26728
7886000	9472,15799
8033500	6113,28653,2471
10261750	17061,21657,19394,1222,28270,14261,14533
10588000	15138,9295,14020
11730000	28286,21565,23656,13390,13787,5443,18024,471
11972750	15631,954,7260,4846,21693,7936
2168250	7868,13494,17732
2870250	17606,4003,15096,7096,14020
3795000	29099,24601
4902250	4709,2323,23628,2626,8207
5052000	5150,7868
6400000	2452,15258,3313
711500	26722,11052,4709,17118
9437500	489,14694
10492250	11061,26464,20045,7868,24984,26728
10609250	8693
1074500	16602,9567
10845500	13390
154500	8689,18805,5863,10353,12168
1953250	6783,14020,3658,12394,25289,2610
2182750	1539,19643
2378500	3228,18937,23774
2920750	23407,16302,22359
4004500	19686
4054000	9090,11304,24088
4133750	9919,14451,25372,27638
5187750	1481
573000	19615,16653,7071,18868
7103000	15423,5574,15019
7269250	2729,24571,23295,20578,27791
7476250	1037,15019
848500	7286,23628,19891
9794000	642
9906500	23656,5185
11032250	18879
1140750	22313,2208,12541
11564250	25483,14969,6104
2200750	24506,18741,8630,12674
5239500	14153
5491500	26288,9472,1691,13390,17405,18024,25212
5994250	18180
6766250	4307,27791
6957500	22029,15534,1065,16722,12754
7657250	7997,29445,3228
835000	14048,16722,11734,19632
8702500	15138,3390,11196,29547,7105,24780,617,23779
8949750	16818,17438,4808
10322250	28967,1880,5185,10702
11984750	251,3627,25086,2683,8689
2788750	9914,5043
3149000	24503,9817,9804,9486
3723750	4078,12271
4047000	3983,29446
5968250	16406
6205000	9195
6654750	14261
7306250	5764
8145500	21883
8195000	5185,18024,1758
11683250	12541
12371000	12394,8992
1699500	16716,24715
1758250	28463,27791
5293250	20506,11519,3995,679
7034000	27153,27791,3850,27117
7163250	26595,17748
7435500	27950
9436000	504,6571
1104500	14294,18678,22583,2683
200250	12352,9620
266500	10282
3310750	15432,25086
3588500	18024,530,21336,23782,23284
4376250	15631,8689,27407,21225,27637
4533750	4324
8230750	24841
8633500	5833,255,8148,1950
8730250	7007,911,28876,3228,12927,12068,28453,11679
8799750	18024,20826,12018
9039750	1293,11196,3228
9199500	4081
9982500	542
4423500	24193,4147,6911,11543
4557250	27228,21996
5155750	12453,14661,24669,18024
5238000	21833,2683,15018,5936
5655250	11196,16406,16500,17977,3228,239
7892000	16913,1530,25366,8489
832250	28859,22963,27791
8529750	15138,22583
8940500	13784,16952,16463
10966250	8689,17118
2331750	22126,953,7179
3592750	14694,8704,16903
3675000	1138,1565,15024
8435250	10999,7105,21067,16540,14261
9121750	7868,2683
9946250	21865,26619
11632250	25022
1247000	25381,25635
2882750	29225,4452
3405000	5015
5226500	3627,22484,7868
5320000	6167
7060500	504,19005,3384
776750	3228,18388,7061,948,217,2963,26699
10212500	12927,24081,24788
1025250	13247
2033500	4949,11176,2519,12352,28270,1439,3627,8689,11465
2808500	24196
4118250	5185
472000	23584,3515,25333,6211
4809000	22211
4886500	17640
5248750	27035,28924
5745000	26722
7854500	29099,7323,527
8216750	24281
10443000	19466,23628
10653250	21392,9152,4320,18891
11078500	9275
11625250	18990,28017,21628,3740
11947000	9522,13103,11080,2322,6505,23482,16865
4454500	27117,15019
5264500	12394,14261,27791
7600250	3228
7715000	11790,13795
7797000	11196,6571
892500	23403,239,3647,17180,12688
10818500	5334,23779
1173500	5848,20037,15661,8049,8257,15931,20143
1338750	12586,845
2076000	24886
2448250	24669
2891500	3627,26722,819,8027,4949,7467,255,8724,2257
2940000	11272,24486,24519,11767,12220,11080,25086,25260,2683,26722,12168
4059500	805,16463
4153000	9912,21865
415500	554,27437,23164,194,3151
4895250	12068,15423
5899750	12220
6014750	28653
8049000	22749,17664,14821,2683
8628250	20979,14153,28481,26288,15390
1118250	19096,26665,8278,24306,13494
12016750	18741,28653
12142750	22749
1244250	28183,1691,4324
1767500	20180,27977
2386250	1008,948,7061
2752000	12243,3032,22179
439000	16821,24060,3362,2198,7868,26404,25415,12287,1041,6104
5962750	5803,16800,27446,9563
7143250	10702,3181,26077,22087,7613,217,15799
9079500	7868
9123500	18678,14694,12168
969750	17823,2963
10539250	2812,1461,14020
11137750	19891
1459000	26614
1911500	16110,8689,3627
4259500	29099,23628,15315
4547500	12576,8257
5037000	14796,27791,7868,21140
5279750	2368,20386,22313,27117
5726500	17244,23465,14470
746000	155,21865
8163500	14694,26959,28438,18868,22621,17389
9179500	17835,17629,11196,27637
9352750	28759,6548,17133
9807250	18905,7868
10972250	23779
11158000	25169,21930,239,7868,5043
11494250	11196
11734000	26546
11782250	7127
2088000	21883,10949,2198
3846250	15584,23143,11882
4115500	6731
4370750	1666
65500	6152,5443,29099,18736
8072250	6098,22095,749,19036
1528500	22749,5799,23781,23774,28370,12977
1792000	13390,20979,6203,28481
2316250	9688,9657,26288
3317500	8446,25366,27514,3032
417250	12068
4378500	16100
4503500	11936,24193
4876750	949,20536
6126750	25117
7184500	24517,7868,28463,10193,16939
8156500	8842
8528750	16913,27791
9586500	17401,8860
11114000	25372
140500	14625
2364500	21865
3014750	28166,7868,13471
3096750	11541
3511000	19651,29203,14020
4782250	9658,10778
5170500	6096,18805
6233750	18180,4220,3458,10584
8017000	22280,23284,15096
8353250	27205,16331,12285
9076750	3665
9979000	251
10119250	7868,10282
11131750	10726
3148500	27346,3627,16217,12795,14894
3326250	4163,9479
3404000	18273,8446,1385,3627,22246,6246,15911,29,905
4625750	26000,22321
6301250	9817,574,8637,8226,11543
6380000	20327,24459
691500	22664,26288,26523,12431,27791
8160750	15308,18529
9513250	23928,1008,9195
11558000	749
1838750	16818
2198750	13054
267250	2367,10690
2807500	3817,1015,1010,27117,12688
2823250	9111,2610
299750	23612
3009000	5627,22393,8724,27117
393250	519
5828250	9031
6807250	22393,8630
7211250	23656
791500	23492,24831,3627,5478,14712,8738,16606
8909750	15681
11121500	13049,15799,20297
11129250	11080
11527500	16884,5305
1365000	13737
1688750	12220
2103250	5764,7567,12394,6724
3684750	16754
3799500	21768
4087750	27791
448250	15911
4631250	13103
4712250	20902
5957500	24966
650750	17772
731750	9195,7692,11196,15924
9215000	14294
12331000	19540,18180,7542
1622500	8148,24911,22027,19179
1710500	7868,14780
2232500	14261,679
252500	12541
3010000	4220,13975
4317250	22029
4475750	12068,11612,3719,13592,259,1803
5078750	25669,18990,7465,1031
5910250	28525
621500	29099,2683,16009
6921750	19197
7445000	18075
8910750	29078,27514,24929,24503,5598,12688,26614
9651250	5639,1598,23612
9716500	13086
9842500	18805,25086,19048,7380,10908
10642000	20536,8257,7576
11646500	13975
11939000	25596
1194750	4059,83,25366,7400
1531250	22179,26523,21146,7026
1782250	18024,155
2704750	5764,3658
3304500	4931,10461,3804,18086,25169,29099,3592,17512,24461,26634,18217,13554,5081,903,22269,17228
5256500	20679,3775,614
5751500	14873
599750	9657,20297
6571750	16540,17706,9193
887750	28270,17237,15019
10533750	27346,24601,14261
1165500	15423
1181250	29213,23284
12275500	21930
2480750	18172
3742000	83,26168
8243500	949,24869,4479,11776,18075,4931,11196
9351750	11080
984500	2513
11440500	504,2179,7936
1189000	16361,23612,4949,27615
1806750	26394
19500	19421,20551
2050000	26866,27791,21336,15231,5306,14242
232000	7868,21865
2988000	15828,22482
3719250	4960
5139250	11080
6852750	18180
8314250	11196,4626,27618
11949750	6571,2198,5403
12234750	10893,29465,21632
12239250	26288,20519,14536
3288250	5592
4921000	18990,23549
5024500	17748,14265,3228,20747,12977
5812000	19993,20506,2683,11465
6172000	24704
6713250	2367,17177,18879,1758,5185,27625,24344
7921500	22556,23612,12674
9394250	3228
10592000	24334,1335
11307500	12068,20300,22359
2253250	28975,14153,9220,437,26288,155,16722,1031
4399750	23207
5915250	15138,2367
6234000	4220,4571,18051,3555,17020,21372,12438,25193
6683750	10169,29203
7830250	17237
8096750	24887,23628,8769,5267,16722
8430000	27328,8637
10000250	17153
10566000	7868,3854
10773000	19615,9486,2257,12977
11711250	1392,6175,10866,23861,24942,20617
12229000	17389,12588
1617250	15432,1505,18002,28463,11951
2756000	2198
4257000	27625
4304250	7868
4336750	16463
4658500	27625,25917,10948,12606,17453
6334000	23120
6497000	20747
6780500	10893
10297000	25058,26000,18075,27056
11313000	7456,28017,11196,5185,17013,11018,3228,27406
12004000	18683,16540,15307,10452,5081
12377250	3151,14020,8689,18075,5799,5492,19405
1724250	23198,15672,15269,3228
4035250	11159,8630
5539250	7868
5697750	2367
6272000	2803,17400,12055
6998500	3627,1031
7116750	10308,12541,14930
7323750	27019
8617500	28270,27625,11280,26619
10234000	4039,10970,19402,3324,9111,21995,3719,3032,15019,28653
1074750	11904,27092,22556,3699,10171,11304,11080,527,12747
1319000	10449
1727500	4452,7812
3282250	11857
528250	8693,155
5846250	18200,1831
69500	15315
7218000	15859,21936,2421,15584,10702,22317,11201,26619
7588000	28975,18712,28653
8555500	29078
11590500	17512
1629250	19891,18024
2187500	27394,12162,6158,23628
3625250	16085,5625,26614
3861500	20470,7868
3913250	8409,9948,8689,9230,9242
4073250	27415
6099250	13244,11823
10628500	5652,4039,10258,398,23549,27791,21336,28641,7045,12285,18736,27117,13784,17094
11535250	2257,16463
12417500	8689,7963,17959
309750	15365
3644250	8637,7127,16406,4775,29473,7868,17781,18843,4381
4620000	27709
5011500	11022,11196,23013,22280,23779
5226250	15907,24669,8689
5999000	26523
6412250	7260
6700250	7957
854250	9881
1086750	1084,18977,7868
11169500	953,17640,4220
11957000	16818,23907
3249250	2513
4063000	19974
4967250	6101,7868,12431
6751750	28463,16243,3658,3068
7322250	23861
9512750	25651,4239,27205
9802000	5883
11601500	14666
3344750	17748,18290,28017,29099,5310,28463,28524,7542,3313
3954500	15584
4195500	20456,20694,26160,7737,18097
4852500	16500,911,26288,24541,11665
5261000	15308,1591,21581
6150750	15831,18185,4835
6155250	4220,7850,15661
7375000	11201
8216500	22552,3746,27791,25308,14159
8845250	22484,21979,23628,18736,25138,11826,28653,12008,14020
9694750	14550
11300000	2963
11579750	15217,11196,8410,12688
11701500	15631,16481
1579250	21160,25641,4953,10082
1793250	2033
2797750	28270
282500	12055
5440750	20045,19862,20701
7810250	8637
8280500	17972,16674,19
8573000	6158,28049
8701250	3776
9055750	11201
1063000	28481,22280,19686
11225500	24869,13020
1561250	13891,21511,17945,17706
2975500	19745,7868,1031,5086,21865,14902,16406
3350250	18736,24765,1672,3384,25420
418500	18002
5865750	3228,10268,28177,911,1704
7898750	24503,26894
8385000	7680,9111,19217,18080
11503250	504
11747250	11244,13093,16154
12386500	10690,2367
3031750	3228,21565,7061,7323,28924,18131,16110,16406,11263,14265,7567,12977
3114000	23928,20536
405000	1135
5354000	20180
563500	12426
5642000	10726,22552,11176,10840
10052000	10893,12754,7680,22126,3093
11761750	554
3903500	1392
5292000	8643,23779
5407750	6352
5742000	5593,25248,19523,8238
5952250	5067
6258500	12068
7450000	14261,29202
8051750	7936,21911,13737,20297
9069000	11456,22393,28017,19937
10312750	24503,3627,23783,20367,28201,12352
10521000	9471,9472,7868
1525000	24601,11196,2257
239250	7616,28481
4037500	26614
5059000	9195
6358500	16873
6694750	20456,24196,9472,14020
847750	28169
